[INFO ] [2022-08-10 20:13:43,820] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-10 20:28:48,035] Login 5: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-10 20:28:48,062] --------------------Failed-------------------
[INFO ] [2022-08-10 20:28:48,064] Login 6: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-10 20:28:48,999] Login 6: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-10 20:28:49,079] Login 6: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-10 20:28:49,171] Login 6: Step 4 - Click to login button 
[INFO ] [2022-08-10 20:28:50,403] Login 6: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:23,776] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:24,724] Login 1: Step 2 - Input to Email Textbox 
[INFO ] [2022-08-13 20:47:25,049] Login 1: Step 3 - Input to Password Textbox 
[INFO ] [2022-08-13 20:47:25,230] Login 1: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:25,348] Login 1: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:25,458] --------------------Failed-------------------
[INFO ] [2022-08-13 20:47:25,458] Login 1: Step 6 - Verify the error message is showing correctly
[INFO ] [2022-08-13 20:47:25,561] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:25,568] Login 2: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:26,385] Login 2: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:26,665] Login 2: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:26,822] Login 2: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:26,933] Login 2: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:26,979] --------------------Failed-------------------
[INFO ] [2022-08-13 20:47:26,984] Login 3: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:27,823] Login 3: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:28,130] Login 3: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:28,258] Login 3: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:29,371] Login 3: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:29,410] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:29,412] Login 4: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:30,386] Login 4: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:30,703] Login 4: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:30,844] Login 4: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:30,931] Login 4: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:30,973] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:30,976] Login 5: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:31,792] Login 5: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:32,116] Login 5: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:32,249] Login 5: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:33,388] Login 5: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:33,427] --------------------Failed-------------------
[INFO ] [2022-08-13 20:47:33,431] Login 6: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:34,392] Login 6: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:34,700] Login 6: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:34,831] Login 6: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:35,967] Login 6: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:36,020] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:36,020] Login 6: Step 6 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:36,175] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:45,539] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:47,145] Login 1: Step 2 - Input to Email Textbox 
[INFO ] [2022-08-13 20:47:47,377] Login 1: Step 3 - Input to Password Textbox 
[INFO ] [2022-08-13 20:47:47,691] Login 1: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:48,151] Login 1: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:48,281] --------------------Failed-------------------
[INFO ] [2022-08-13 20:47:48,282] Login 1: Step 6 - Verify the error message is showing correctly
[INFO ] [2022-08-13 20:47:48,515] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:48,517] Login 2: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:49,903] Login 2: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:50,024] Login 2: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:50,179] Login 2: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:50,537] Login 2: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:50,568] --------------------Failed-------------------
[INFO ] [2022-08-13 20:47:50,572] Login 3: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:51,653] Login 3: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:51,784] Login 3: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:51,889] Login 3: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:53,235] Login 3: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:53,252] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:53,254] Login 4: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:54,187] Login 4: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:54,266] Login 4: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:54,373] Login 4: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:54,689] Login 4: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:54,716] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:54,718] Login 5: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:55,746] Login 5: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:55,825] Login 5: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:55,921] Login 5: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:57,302] Login 5: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:57,318] --------------------Failed-------------------
[INFO ] [2022-08-13 20:47:57,320] Login 6: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:47:58,283] Login 6: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:47:58,390] Login 6: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:47:58,494] Login 6: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:47:59,810] Login 6: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:59,843] --------------------Passed-------------------
[INFO ] [2022-08-13 20:47:59,843] Login 6: Step 6 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:47:59,876] --------------------Passed-------------------
[INFO ] [2022-08-13 20:48:19,217] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:48:20,251] Login 1: Step 2 - Input to Email Textbox 
[INFO ] [2022-08-13 20:48:20,579] Login 1: Step 3 - Input to Password Textbox 
[INFO ] [2022-08-13 20:48:20,759] Login 1: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:48:20,872] Login 1: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:48:20,983] --------------------Failed-------------------
[INFO ] [2022-08-13 20:48:20,983] Login 1: Step 6 - Verify the error message is showing correctly
[INFO ] [2022-08-13 20:48:21,089] --------------------Passed-------------------
[INFO ] [2022-08-13 20:48:21,093] Login 2: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:48:21,966] Login 2: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:48:22,242] Login 2: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:48:22,381] Login 2: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:48:22,497] Login 2: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:48:22,549] --------------------Failed-------------------
[INFO ] [2022-08-13 20:48:22,552] Login 3: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:48:23,425] Login 3: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:48:23,738] Login 3: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:48:23,877] Login 3: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:48:25,064] Login 3: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:48:25,097] --------------------Passed-------------------
[INFO ] [2022-08-13 20:48:25,098] Login 4: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:48:26,272] Login 4: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:48:26,576] Login 4: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:48:26,708] Login 4: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:48:26,806] Login 4: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:48:26,856] --------------------Passed-------------------
[INFO ] [2022-08-13 20:48:26,858] Login 5: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:48:27,722] Login 5: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:48:28,020] Login 5: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:48:28,143] Login 5: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:48:28,235] Login 5: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:48:58,336] Login 6: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-13 20:48:59,219] Login 6: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-13 20:48:59,566] Login 6: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-13 20:48:59,724] Login 6: Step 4 - Click to login button 
[INFO ] [2022-08-13 20:49:00,885] Login 6: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:49:00,936] --------------------Passed-------------------
[INFO ] [2022-08-13 20:49:00,936] Login 6: Step 6 - Verify the error message is showing correctly 
[INFO ] [2022-08-13 20:49:01,106] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:31,036] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:31,915] Login 1: Step 2 - Input to Email Textbox 
[INFO ] [2022-08-14 10:32:32,145] Login 1: Step 3 - Input to Password Textbox 
[INFO ] [2022-08-14 10:32:32,275] Login 1: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:32,373] Login 1: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:32,452] --------------------Failed-------------------
[INFO ] [2022-08-14 10:32:32,452] Login 1: Step 6 - Verify the error message is showing correctly
[INFO ] [2022-08-14 10:32:32,516] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:32,519] Login 2: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:33,293] Login 2: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:33,529] Login 2: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:33,652] Login 2: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:33,742] Login 2: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:33,783] --------------------Failed-------------------
[INFO ] [2022-08-14 10:32:33,785] Login 3: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:34,555] Login 3: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:34,809] Login 3: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:34,933] Login 3: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:36,031] Login 3: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:36,070] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:36,072] Login 4: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:36,936] Login 4: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:37,193] Login 4: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:37,316] Login 4: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:37,413] Login 4: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:37,445] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:37,448] Login 5: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:38,212] Login 5: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:38,449] Login 5: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:38,579] Login 5: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:39,648] Login 5: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:39,670] --------------------Failed-------------------
[INFO ] [2022-08-14 10:32:39,671] Login 6: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:40,545] Login 6: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:40,784] Login 6: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:40,914] Login 6: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:41,990] Login 6: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:42,046] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:42,046] Login 6: Step 6 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:42,216] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:48,560] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:49,872] Login 1: Step 2 - Input to Email Textbox 
[INFO ] [2022-08-14 10:32:50,023] Login 1: Step 3 - Input to Password Textbox 
[INFO ] [2022-08-14 10:32:50,211] Login 1: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:50,533] Login 1: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:50,744] --------------------Failed-------------------
[INFO ] [2022-08-14 10:32:50,745] Login 1: Step 6 - Verify the error message is showing correctly
[INFO ] [2022-08-14 10:32:50,825] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:50,830] Login 2: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:52,264] Login 2: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:52,366] Login 2: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:52,458] Login 2: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:52,775] Login 2: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:52,800] --------------------Failed-------------------
[INFO ] [2022-08-14 10:32:52,802] Login 3: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:53,703] Login 3: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:53,778] Login 3: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:53,869] Login 3: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:55,033] Login 3: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:55,047] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:55,048] Login 4: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:56,127] Login 4: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:56,219] Login 4: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:56,303] Login 4: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:56,582] Login 4: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:56,596] --------------------Passed-------------------
[INFO ] [2022-08-14 10:32:56,597] Login 5: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:57,445] Login 5: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:57,536] Login 5: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:57,625] Login 5: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:32:58,784] Login 5: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:32:58,811] --------------------Failed-------------------
[INFO ] [2022-08-14 10:32:58,812] Login 6: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:32:59,665] Login 6: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:32:59,766] Login 6: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:32:59,843] Login 6: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:33:01,065] Login 6: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:01,107] --------------------Passed-------------------
[INFO ] [2022-08-14 10:33:01,107] Login 6: Step 6 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:01,162] --------------------Passed-------------------
[INFO ] [2022-08-14 10:33:07,252] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:33:08,230] Login 1: Step 2 - Input to Email Textbox 
[INFO ] [2022-08-14 10:33:08,482] Login 1: Step 3 - Input to Password Textbox 
[INFO ] [2022-08-14 10:33:08,589] Login 1: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:33:08,675] Login 1: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:08,755] --------------------Failed-------------------
[INFO ] [2022-08-14 10:33:08,755] Login 1: Step 6 - Verify the error message is showing correctly
[INFO ] [2022-08-14 10:33:08,814] --------------------Passed-------------------
[INFO ] [2022-08-14 10:33:08,815] Login 2: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:33:09,630] Login 2: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:33:09,908] Login 2: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:33:10,028] Login 2: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:33:10,123] Login 2: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:10,168] --------------------Failed-------------------
[INFO ] [2022-08-14 10:33:10,171] Login 3: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:33:10,998] Login 3: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:33:11,272] Login 3: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:33:11,391] Login 3: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:33:12,524] Login 3: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:12,557] --------------------Passed-------------------
[INFO ] [2022-08-14 10:33:12,559] Login 4: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:33:13,526] Login 4: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:33:13,800] Login 4: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:33:13,916] Login 4: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:33:14,015] Login 4: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:14,058] --------------------Passed-------------------
[INFO ] [2022-08-14 10:33:14,060] Login 5: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:33:15,040] Login 5: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:33:15,315] Login 5: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:33:15,437] Login 5: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:33:15,528] Login 5: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:45,615] Login 6: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-14 10:33:46,487] Login 6: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-14 10:33:46,767] Login 6: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-14 10:33:46,886] Login 6: Step 4 - Click to login button 
[INFO ] [2022-08-14 10:33:47,998] Login 6: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:48,022] --------------------Passed-------------------
[INFO ] [2022-08-14 10:33:48,022] Login 6: Step 6 - Verify the error message is showing correctly 
[INFO ] [2022-08-14 10:33:48,053] --------------------Passed-------------------
[INFO ] [2022-08-16 16:21:34,576] Login 1: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-16 16:21:35,582] Login 1: Step 2 - Input to Email Textbox 
[INFO ] [2022-08-16 16:21:35,907] Login 1: Step 3 - Input to Password Textbox 
[INFO ] [2022-08-16 16:21:36,081] Login 1: Step 4 - Click to login button 
[INFO ] [2022-08-16 16:21:36,200] Login 1: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-16 16:21:36,306] --------------------Failed-------------------
[INFO ] [2022-08-16 16:21:36,306] Login 1: Step 6 - Verify the error message is showing correctly
[INFO ] [2022-08-16 16:21:36,398] --------------------Passed-------------------
[INFO ] [2022-08-16 16:21:36,722] Login 2: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-16 16:21:37,599] Login 2: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-16 16:21:37,924] Login 2: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-16 16:21:38,086] Login 2: Step 4 - Click to login button 
[INFO ] [2022-08-16 16:21:38,189] Login 2: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-16 16:21:38,230] --------------------Failed-------------------
[INFO ] [2022-08-16 16:21:38,438] Login 3: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-16 16:21:39,342] Login 3: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-16 16:21:39,689] Login 3: Step 3 - Input to Password Textbox  
[INFO ] [2022-08-16 16:21:39,835] Login 3: Step 4 - Click to login button 
[INFO ] [2022-08-16 16:21:41,073] Login 3: Step 5 - Verify the error message is showing correctly 
[INFO ] [2022-08-16 16:21:41,113] --------------------Passed-------------------
[INFO ] [2022-08-16 16:21:41,117] Login 4: Step 1 - Click to MyAccount Link 
[INFO ] [2022-08-16 16:21:42,078] Login 4: Step 2 - Input to Email Textbox  
[INFO ] [2022-08-16 16:21:42,394] Login 4: Step 3 - Input to Password Textbox  
